kenteken,datum_tenaamstelling,merk,voertuigsoort,eerste_kleur,brandstof_omschrijving
DS719S,2018-01-02,BATAVUS,Bromfiets,N.v.t.,Benzine
RP290B,2018-01-03,FORD,Personenauto,GRIJS,Benzine
5TNZ57,2018-01-02,VOLKSWAGEN,Personenauto,ZWART,Benzine
68YB98,2018-01-03,ROVER,Personenauto,BLAUW,Benzine/LPG
47PTGV,2018-01-02,RENAULT,Personenauto,BLAUW,Benzine
RL496X,2018-01-03,SKODA,Personenauto,ZWART,Benzine
RD975X,2018-01-04,PEUGEOT,Personenauto,ZWART,Benzine
2KZG70,2018-01-04,HONDA,Personenauto,ROOD,Benzine
SRXG33,2018-01-04,TOYOTA,Personenauto,ROOD,Benzine
92PVGB,2018-01-02,NISSAN,Personenauto,ZWART,Benzine
RR780J,2018-01-04,SUZUKI,Personenauto,WIT,Benzine
F852TG,2018-01-02,PIAGGIO,Bromfiets,N.v.t.,Benzine
V407KR,2018-01-04,RENAULT,Bedrijfsauto,N.v.t.,Diesel
79SJP9,2018-01-02,BMW,Personenauto,GRIJS,Benzine
40TTLS,2018-01-02,SKODA,Personenauto,GRIJS,Benzine
V449KV,2018-01-02,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
RH170X,2018-01-02,MERCEDES-BENZ,Personenauto,WIT,CNG
V380JF,2018-01-04,FORD,Bedrijfsauto,N.v.t.,Diesel
82BKF3,2018-01-03,SCANIA,Bedrijfsauto,N.v.t.,Diesel
88MJGG,2018-01-04,HUSQVARNA,Motorfiets,N.v.t.,Benzine
14LGLD,2018-01-03,TOYOTA,Personenauto,ZWART,Benzine
RL934L,2018-01-04,FORD,Personenauto,ZWART,Benzine
RL954P,2018-01-03,VOLVO,Personenauto,GRIJS,Benzine/Elektriciteit
53MHXV,2018-01-02,KTM,Motorfiets,N.v.t.,Benzine
DNZ25D,2018-01-04,KYMCO,Bromfiets,N.v.t.,Benzine
10RHT7,2018-01-02,PEUGEOT,Personenauto,BLAUW,Benzine
41ZLV6,2018-01-03,SEAT,Personenauto,WIT,Benzine
RK219P,2018-01-03,SKODA,Personenauto,GRIJS,Benzine
RK880R,2018-01-04,KIA,Personenauto,BRUIN,Benzine
PF544T,2018-01-03,LEXUS,Personenauto,GRIJS,Benzine/Elektriciteit
V065KS,2018-01-04,RENAULT,Bedrijfsauto,N.v.t.,Diesel
RP110D,2018-01-03,MAZDA,Personenauto,WIT,Benzine
V866KG,2018-01-02,FORD,Bedrijfsauto,N.v.t.,Diesel
54NHL6,2018-01-02,PEUGEOT,Personenauto,ROOD,Benzine
5TBL55,2018-01-04,VOLKSWAGEN,Personenauto,ZWART,Benzine
BVDG44,2018-01-04,DAF,Bedrijfsauto,N.v.t.,Diesel
90ZHLN,2018-01-04,CITROEN,Personenauto,ZWART,Benzine
VJ045X,2018-01-02,FORD,Bedrijfsauto,N.v.t.,Diesel
44RZL1,2018-01-02,HYUNDAI,Personenauto,GRIJS,Benzine
KJ468V,2018-01-04,PEUGEOT,Personenauto,GRIJS,Benzine
6TJZ93,2018-01-04,VOLKSWAGEN,Personenauto,BEIGE,Benzine
79DXD3,2018-01-04,PEUGEOT,Bromfiets,N.v.t.,Benzine
V353KJ,2018-01-02,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
V076KL,2018-01-04,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
RP150X,2018-01-02,SUZUKI,Personenauto,BLAUW,Benzine
NR814J,2018-01-02,PEUGEOT,Personenauto,GRIJS,Benzine
79DXJB,2018-01-02,VOLVO,Personenauto,GROEN,Benzine/LPG
MVBS77,2018-01-03,SUZUKI,Motorfiets,N.v.t.,Benzine
RN756N,2018-01-02,OPEL,Personenauto,ZWART,Benzine
83BKD9,2018-01-02,DAF,Bedrijfsauto,N.v.t.,Diesel
36NFFN,2018-01-04,VOLKSWAGEN,Personenauto,BLAUW,Benzine
DR6484,2018-01-03,MERCEDES-BENZ,Personenauto,GROEN,Benzine/LPG
RP642N,2018-01-03,MAZDA,Personenauto,WIT,Benzine
PS159J,2018-01-02,JAGUAR,Personenauto,BLAUW,Benzine
VP070G,2018-01-02,FIAT,Bedrijfsauto,N.v.t.,Diesel
DJZ61T,2018-01-03,STROMER,Bromfiets,N.v.t.,Elektriciteit
RL070K,2018-01-04,MINI,Personenauto,GRIJS,Benzine
89XPHJ,2018-01-02,TOYOTA,Personenauto,GRIJS,Benzine
MXVV89,2018-01-02,KAWASAKI,Motorfiets,N.v.t.,Benzine
V246KJ,2018-01-02,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
96BKH8,2018-01-04,VOLVO,Bedrijfsauto,N.v.t.,Diesel
6XGS40,2018-01-02,RENAULT,Personenauto,GRIJS,Benzine
RN999Z,2018-01-03,FORD,Personenauto,WIT,Benzine
RL653G,2018-01-04,FORD,Personenauto,ZWART,Benzine
RL515F,2018-01-02,TOYOTA,Personenauto,ZWART,Benzine/Elektriciteit
RK519D,2018-01-02,TOYOTA,Personenauto,BLAUW,Benzine
RN461D,2018-01-03,KIA,Personenauto,WIT,Benzine
VZ6516,2018-01-03,HONDA,Motorfiets,N.v.t.,Benzine
75JB83,2018-01-02,LAND ROVER,Bedrijfsauto,N.v.t.,Diesel
73TPPN,2018-01-04,PEUGEOT,Personenauto,ZWART,Benzine
RL322K,2018-01-04,MITSUBISHI,Personenauto,ROOD,Benzine
RN949P,2018-01-04,VOLKSWAGEN,Personenauto,ZWART,Benzine
MPHV36,2018-01-04,SUZUKI,Motorfiets,N.v.t.,Benzine
PB039G,2018-01-03,FORD,Personenauto,ZWART,Benzine
RP993V,2018-01-04,SUZUKI,Personenauto,GRIJS,Benzine
RP021J,2018-01-03,MITSUBISHI,Personenauto,ZWART,Benzine
RL478J,2018-01-03,VOLKSWAGEN,Personenauto,GRIJS,Benzine
3ZTF04,2018-01-03,PORSCHE,Personenauto,ZWART,Diesel
V018KT,2018-01-02,OPEL,Bedrijfsauto,N.v.t.,Diesel
84ZXG3,2018-01-02,PEUGEOT,Personenauto,BRUIN,Benzine
61KNF1,2018-01-03,HYUNDAI,Personenauto,GRIJS,Diesel
13DSZR,2018-01-02,AUDI,Personenauto,GRIJS,Benzine
V176FN,2018-01-02,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
DK415F,2018-01-02,VESPA,Bromfiets,N.v.t.,Benzine
KK395H,2018-01-04,MERCEDES-BENZ,Personenauto,ZWART,Benzine
11RGTH,2018-01-04,VOLKSWAGEN,Personenauto,ZWART,Benzine
RP666Z,2018-01-03,OPEL,Personenauto,GRIJS,Benzine
RL726H,2018-01-02,VOLVO,Personenauto,GRIJS,Benzine
05GZR7,2018-01-03,NISSAN,Personenauto,WIT,Benzine
32FBL9,2018-01-02,PUCH,Bromfiets,N.v.t.,Benzine
02MJGF,2018-01-02,HONDA,Motorfiets,N.v.t.,Benzine
01BJNJ,2018-01-02,TOYOTA,Bedrijfsauto,N.v.t.,Diesel
RP345G,2018-01-03,SUZUKI,Personenauto,ZWART,Benzine
RL995F,2018-01-03,RENAULT,Personenauto,ROOD,Benzine
RH839Z,2018-01-03,SEAT,Personenauto,GRIJS,Benzine
RK539G,2018-01-03,MAZDA,Personenauto,ROOD,Benzine
2XJP05,2018-01-02,AUDI,Personenauto,ZWART,Benzine/CNG
60JDB7,2018-01-04,DACIA,Personenauto,GRIJS,Benzine
RG749T,2018-01-03,CITROEN,Personenauto,ZWART,Benzine
JV561R,2018-01-03,KIA,Personenauto,BLAUW,Benzine
RR480S,2018-01-03,BMW,Personenauto,BLAUW,Diesel
V908KN,2018-01-02,IVECO,Bedrijfsauto,N.v.t.,Diesel
RN437K,2018-01-03,FORD,Personenauto,GRIJS,Benzine
DNV64F,2018-01-01,BTC,Bromfiets,N.v.t.,Benzine
RL393T,2018-01-04,VOLKSWAGEN,Personenauto,ZWART,Benzine
3TSN98,2018-01-02,FORD,Personenauto,BLAUW,Benzine
DHZ17D,2018-01-02,PIAGGIO,Bromfiets,N.v.t.,Benzine
7TXK13,2018-01-04,FIAT,Personenauto,WIT,Benzine
V122KS,2018-01-04,FORD,Bedrijfsauto,N.v.t.,Diesel
RJ287D,2018-01-02,MERCEDES-BENZ,Personenauto,GRIJS,Diesel
PS498N,2018-01-02,FORD,Personenauto,ZWART,Benzine
RJ817J,2018-01-04,PEUGEOT,Personenauto,BLAUW,Benzine
KH465B,2018-01-04,TOYOTA,Personenauto,ZWART,Benzine/Elektriciteit
VF089Z,2018-01-03,DODGE,Bedrijfsauto,N.v.t.,Benzine/LPG
PJ433K,2018-01-04,KIA,Personenauto,GRIJS,Benzine
38SZV4,2018-01-04,FORD,Personenauto,WIT,Benzine
RR176R,2018-01-02,JAGUAR,Personenauto,ROOD,Diesel
RP682B,2018-01-04,SEAT,Personenauto,GRIJS,Benzine
04SPK4,2018-01-03,OPEL,Personenauto,GRIJS,Benzine
RD189J,2018-01-02,KIA,Personenauto,GEEL,Benzine
PD119B,2018-01-02,HYUNDAI,Personenauto,ORANJE,Benzine
RF218P,2018-01-04,TOYOTA,Personenauto,GRIJS,Benzine
7VXK65,2018-01-04,RENAULT,Bedrijfsauto,N.v.t.,Diesel
RN016H,2018-01-04,NISSAN,Personenauto,GRIJS,Diesel
3SGG46,2018-01-03,RENAULT,Personenauto,ZWART,Benzine
FN792L,2018-01-02,YAMAHA,Bromfiets,N.v.t.,Benzine
40VDB6,2018-01-03,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
97LDJ4,2018-01-02,KIA,Personenauto,GRIJS,Benzine
23ZJDZ,2018-01-04,VOLKSWAGEN,Personenauto,GRIJS,Benzine
DNR93V,2018-01-03,PIAGGIO,Bromfiets,N.v.t.,Benzine
DLT77T,2018-01-04,SPARTA,Bromfiets,N.v.t.,Elektriciteit
38XZXT,2018-01-03,SUZUKI,Personenauto,GRIJS,Benzine
JS670J,2018-01-03,VOLKSWAGEN,Personenauto,WIT,Diesel
F201KR,2018-01-03,TURBHO,Bromfiets,N.v.t.,Benzine
V320KR,2018-01-02,FORD,Bedrijfsauto,N.v.t.,Diesel
8KJK91,2018-01-02,FORD,Personenauto,GRIJS,Diesel
04LPD7,2018-01-03,SUZUKI,Personenauto,GRIJS,Benzine
17BKD3,2018-01-03,DAF,Bedrijfsauto,N.v.t.,Diesel
PR354S,2018-01-02,KNAUS,Personenauto,WIT,Diesel
DDV10T,2018-01-03,SYM,Bromfiets,N.v.t.,Benzine
FD128J,2018-01-03,UNILLI,Bromfiets,N.v.t.,Benzine
RL157X,2018-01-04,FORD,Personenauto,BLAUW,Benzine
89BJZ7,2018-01-04,DAF,Bedrijfsauto,N.v.t.,Diesel
MT92VS,2018-01-03,SUZUKI,Motorfiets,N.v.t.,Benzine
YS92DJ,2018-01-04,VOLKSWAGEN,Personenauto,ROOD,Benzine
V353KN,2018-01-04,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
64PLH6,2018-01-02,CITROEN,Personenauto,ROOD,Benzine
67KKR9,2018-01-03,DAIHATSU,Personenauto,GRIJS,Benzine
93BKJ1,2018-01-04,SCANIA,Bedrijfsauto,N.v.t.,Diesel
3ZTF04,2018-01-03,PORSCHE,Personenauto,ZWART,Diesel
92LGH8,2018-01-04,TOYOTA,Personenauto,ZWART,Benzine
11RGTH,2018-01-04,VOLKSWAGEN,Personenauto,ZWART,Benzine
36XBF9,2018-01-04,KIA,Personenauto,BRUIN,Benzine
KK748X,2018-01-04,FIAT,Personenauto,ZWART,Benzine
HT034V,2018-01-04,VOLKSWAGEN,Personenauto,ZWART,Benzine
V412KV,2018-01-04,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
1TGX98,2018-01-04,RENAULT,Personenauto,BRUIN,Benzine
RN385N,2018-01-04,SUZUKI,Personenauto,ORANJE,Benzine
55RNJ4,2018-01-02,KIA,Personenauto,GRIJS,Benzine
RP238G,2018-01-03,SUZUKI,Personenauto,ROOD,Benzine/Elektriciteit
V989KS,2018-01-02,PEUGEOT,Bedrijfsauto,N.v.t.,Diesel
V697KS,2018-01-04,DACIA,Bedrijfsauto,N.v.t.,Diesel
8XXP54,2018-01-03,VOLVO,Personenauto,GRIJS,Diesel
RN071B,2018-01-02,VOLVO,Personenauto,WIT,Diesel
V666KD,2018-01-02,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
V386KZ,2018-01-03,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
4SPF66,2018-01-04,PEUGEOT,Personenauto,BRUIN,Benzine
38JJLN,2018-01-03,SAAB,Personenauto,GRIJS,Benzine
RL158X,2018-01-04,FORD,Personenauto,ROOD,Benzine
VZ535R,2018-01-04,FIAT,Bedrijfsauto,N.v.t.,Diesel
V129KB,2018-01-02,RAM,Bedrijfsauto,N.v.t.,Benzine/LPG
RN863L,2018-01-02,PEUGEOT,Personenauto,ZWART,Benzine
3KHP76,2018-01-02,BMW,Personenauto,GRIJS,Benzine
RL813R,2018-01-03,BMW,Personenauto,ZWART,Diesel
43SKNN,2018-01-03,MERCEDES-BENZ,Personenauto,BLAUW,Benzine
RP687X,2018-01-04,SUZUKI,Personenauto,BLAUW,Benzine
6VXF47,2018-01-02,CITROEN,Bedrijfsauto,N.v.t.,Diesel
61JFGG,2018-01-02,VOLKSWAGEN,Personenauto,GRIJS,Benzine
DX619F,2018-01-03,BATAVUS,Bromfiets,N.v.t.,Benzine
50PTS5,2018-01-04,OPEL,Personenauto,GRIJS,Benzine
RR833P,2018-01-04,PORSCHE,Personenauto,BLAUW,Benzine/Elektriciteit
V208KP,2018-01-02,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
DLGP71,2018-01-04,BMW,Personenauto,GRIJS,Benzine
RR536S,2018-01-03,VOLKSWAGEN,Personenauto,ZWART,Benzine
81TPP8,2018-01-04,TOYOTA,Personenauto,ZWART,Benzine
DLZ53D,2018-01-03,PIAGGIO,Bromfiets,N.v.t.,Benzine
GX043L,2018-01-02,VOLVO,Personenauto,ZWART,Benzine
V458KP,2018-01-03,RENAULT,Bedrijfsauto,N.v.t.,Diesel
06JTTV,2018-01-04,HYUNDAI,Personenauto,GROEN,Benzine
RK757T,2018-01-03,MERCEDES-BENZ,Personenauto,ZWART,Benzine
RL340T,2018-01-03,VOLKSWAGEN,Personenauto,GRIJS,Benzine
V879KL,2018-01-02,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
PH386N,2018-01-04,PORSCHE,Personenauto,GRIJS,Benzine
DGV21S,2018-01-02,KYMCO,Bromfiets,N.v.t.,Benzine
RL737T,2018-01-04,HOBBY,Personenauto,WIT,Diesel
9XXL21,2018-01-02,HYUNDAI,Personenauto,WIT,Benzine
VF145N,2018-01-03,FORD,Bedrijfsauto,N.v.t.,Diesel
GN893S,2018-01-02,MERCEDES-BENZ,Personenauto,WIT,Benzine
GZ933H,2018-01-02,SUZUKI,Personenauto,GRIJS,Benzine
RN673P,2018-01-03,VOLKSWAGEN,Personenauto,BLAUW,Benzine
MX09DT,2018-01-03,SUZUKI,Motorfiets,N.v.t.,Benzine
V704KD,2018-01-02,TOYOTA,Bedrijfsauto,N.v.t.,Diesel
NF153R,2018-01-03,MAZDA,Personenauto,BRUIN,Benzine
66LDS7,2018-01-03,FIAT,Personenauto,GRIJS,Benzine
88SFVB,2018-01-03,SUZUKI,Personenauto,ROOD,Benzine
RL787X,2018-01-03,MERCEDES-BENZ,Personenauto,ZWART,Benzine
27BGFN,2018-01-03,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
RH310K,2018-01-03,VOLKSWAGEN,Personenauto,WIT,Benzine
RP467S,2018-01-04,MAZDA,Personenauto,ROOD,Benzine
63FGH7,2018-01-03,SOLEX,Bromfiets,N.v.t.,Benzine
RN906N,2018-01-02,OPEL,Personenauto,GRIJS,Diesel
RN206Z,2018-01-04,RENAULT,Personenauto,BLAUW,Benzine
DGP21P,2018-01-01,YAMAHA,Bromfiets,N.v.t.,Benzine
RJ331J,2018-01-02,SKODA,Personenauto,ZWART,Benzine
42YD18,2018-01-04,MERCEDES-BENZ,Personenauto,BLAUW,Diesel
5TKS25,2018-01-02,AUDI,Personenauto,GRIJS,Benzine
RL654G,2018-01-03,FORD,Personenauto,GRIJS,Benzine
MB35SR,2018-01-03,HONDA,Motorfiets,N.v.t.,Benzine
4TTR88,2018-01-04,TOYOTA,Personenauto,ZWART,Benzine/Elektriciteit
6ZKP16,2018-01-02,VOLKSWAGEN,Personenauto,ZWART,Benzine
RP940F,2018-01-02,SUZUKI,Personenauto,BLAUW,Benzine
RN541H,2018-01-04,DACIA,Personenauto,BLAUW,Benzine
V913KN,2018-01-02,FIAT,Bedrijfsauto,N.v.t.,Diesel
DL802N,2018-01-03,SOLEX,Bromfiets,N.v.t.,Benzine
60HGF4,2018-01-03,HYUNDAI,Personenauto,ROOD,Benzine
2THR43,2018-01-02,HONDA,Personenauto,ZWART,Benzine
BNHH76,2018-01-04,BERKHOF,Bus,N.v.t.,Diesel
RN253X,2018-01-03,VOLVO,Personenauto,ZWART,Benzine
HLRH13,2018-01-02,TOYOTA,Personenauto,GROEN,Benzine
V205KX,2018-01-03,TOYOTA,Bedrijfsauto,N.v.t.,Diesel
JB027H,2018-01-04,AUDI,Personenauto,GRIJS,Benzine
RN182V,2018-01-03,PEUGEOT,Personenauto,ROOD,Benzine
JB239R,2018-01-02,SUBARU,Personenauto,BLAUW,Benzine
RS0908,2018-01-02,WILLYS,Bedrijfsauto,N.v.t.,Benzine
RF977B,2018-01-04,HYUNDAI,Personenauto,GRIJS,Benzine
53SVS3,2018-01-04,CHEVROLET,Personenauto,GRIJS,Benzine
VS119F,2018-01-04,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
RF133D,2018-01-04,TOYOTA,Personenauto,PAARS,Benzine
DPB39T,2018-01-04,HONDA,Bromfiets,N.v.t.,Benzine
GH124X,2018-01-04,FIAT,Personenauto,GRIJS,Benzine
49JVB1,2018-01-04,AUDI,Personenauto,GRIJS,Benzine
RR193S,2018-01-03,MERCEDES-BENZ,Personenauto,GRIJS,Diesel
VSXJ83,2018-01-02,G.M.C.,Bedrijfsauto,N.v.t.,LPG
HF155D,2018-01-04,KIA,Personenauto,WIT,Benzine
69TGV3,2018-01-04,VOLKSWAGEN,Personenauto,ZWART,Diesel
V143KX,2018-01-02,MITSUBISHI,Bedrijfsauto,N.v.t.,Diesel
PL866H,2018-01-03,NISSAN,Personenauto,BLAUW,Benzine
4KNB60,2018-01-03,SEAT,Personenauto,ZWART,Benzine
V725KH,2018-01-03,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
RN961S,2018-01-02,ALFA ROMEO,Personenauto,ZWART,Benzine
81ZLJ6,2018-01-03,HONDA,Personenauto,WIT,Benzine/Elektriciteit
RF546D,2018-01-02,DE LOREAN,Personenauto,GRIJS,Benzine
65TXBZ,2018-01-03,OPEL,Personenauto,GRIJS,Benzine
27TJN2,2018-01-02,SUZUKI,Personenauto,GRIJS,Benzine
RR508H,2018-01-04,VOLKSWAGEN,Personenauto,WIT,Benzine
66LFND,2018-01-03,FORD,Personenauto,GROEN,Benzine
NR526F,2018-01-04,TOYOTA,Personenauto,GRIJS,Benzine
40BKJ1,2018-01-03,DAF,Bedrijfsauto,N.v.t.,Diesel
MY12LF,2018-01-02,HONDA,Motorfiets,N.v.t.,Benzine
DPB84P,2018-01-04,ZNEN,Bromfiets,N.v.t.,Benzine
50GJPD,2018-01-02,PEUGEOT,Personenauto,GRIJS,Benzine
2XZT50,2018-01-03,VOLKSWAGEN,Personenauto,GRIJS,Diesel
PP066T,2018-01-02,PEUGEOT,Personenauto,WIT,Diesel
3KFZ17,2018-01-03,AUDI,Personenauto,GRIJS,Benzine
FB180P,2018-01-03,FIETS MET LOSSE HULPMOTOR,Bromfiets,N.v.t.,Benzine
V521KZ,2018-01-03,DODGE,Bedrijfsauto,N.v.t.,Benzine/LPG
12TRTH,2018-01-02,SAAB,Personenauto,ZWART,Benzine
V664HP,2018-01-02,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
RP033X,2018-01-04,SUZUKI,Personenauto,GRIJS,Benzine
RG509R,2018-01-03,AUDI,Personenauto,BLAUW,Benzine
RL113K,2018-01-04,MINI,Personenauto,GRIJS,Benzine
RR197L,2018-01-04,SMART,Personenauto,WIT,Benzine
JG513V,2018-01-04,OPEL,Personenauto,GRIJS,Benzine
02TGV2,2018-01-02,KIA,Personenauto,WIT,Benzine
RN700R,2018-01-04,MITSUBISHI,Personenauto,ZWART,Benzine
58PZJN,2018-01-03,TOYOTA,Personenauto,GRIJS,Benzine
RJ836X,2018-01-04,MITSUBISHI,Personenauto,ZWART,Benzine
RP232G,2018-01-03,SUZUKI,Personenauto,ZWART,Benzine
28RSPV,2018-01-02,CITROEN,Personenauto,GRIJS,Benzine
89MFFN,2018-01-02,HONDA,Motorfiets,N.v.t.,Benzine
15ZPZ9,2018-01-02,HYUNDAI,Personenauto,BLAUW,Benzine
RL490L,2018-01-02,RENAULT,Personenauto,ZWART,Benzine
7KBT38,2018-01-03,RENAULT,Personenauto,WIT,Benzine
JG366F,2018-01-02,CITROEN,Personenauto,GRIJS,Benzine
RF470V,2018-01-02,AUDI,Personenauto,GRIJS,Benzine
RL645G,2018-01-03,FORD,Personenauto,ROOD,Benzine
45TGJR,2018-01-02,PEUGEOT,Personenauto,GRIJS,Benzine
RN944V,2018-01-04,OPEL,Personenauto,ZWART,Benzine
V342KT,2018-01-02,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
V448KJ,2018-01-03,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
RP580D,2018-01-03,TOYOTA,Personenauto,GRIJS,Benzine/Elektriciteit
2ZDB44,2018-01-04,CITROEN,Personenauto,GRIJS,Benzine
RN902N,2018-01-02,OPEL,Personenauto,GRIJS,Diesel
20MGJS,2018-01-02,HARLEY DAVIDSON,Motorfiets met zijspan,N.v.t.,Benzine
0279ZZ,2018-01-04,SPIERINGS,Bedrijfsauto,N.v.t.,Diesel
59TFSN,2018-01-03,KIA,Personenauto,BLAUW,Benzine
RN374B,2018-01-04,OPEL,Personenauto,GRIJS,Benzine
PR329T,2018-01-04,FORD,Personenauto,ROOD,Benzine
41TJRX,2018-01-02,HONDA,Personenauto,GRIJS,Benzine
D558JX,2018-01-04,PIAGGIO,Bromfiets,N.v.t.,Benzine
54TPH3,2018-01-04,TOYOTA,Personenauto,ZWART,Benzine
RD036Z,2018-01-02,PEUGEOT,Personenauto,GRIJS,Benzine
81TXR4,2018-01-04,FORD,Personenauto,BRUIN,Benzine
PP726R,2018-01-03,FIAT,Personenauto,BLAUW,Benzine
RR286T,2018-01-04,PEUGEOT,Personenauto,ZWART,Diesel/Elektriciteit
8ZBG49,2018-01-03,FIAT,Personenauto,BLAUW,Benzine
V608KN,2018-01-04,PEUGEOT,Bedrijfsauto,N.v.t.,Diesel
DNV30D,2018-01-03,WINORA-STAIGER GMBH,Bromfiets,N.v.t.,Elektriciteit
PB127R,2018-01-02,CITROEN,Personenauto,GRIJS,Benzine
F025JH,2018-01-04,AGM,Bromfiets,N.v.t.,Benzine
RN174S,2018-01-04,VOLKSWAGEN,Personenauto,GRIJS,Benzine
19HTR9,2018-01-04,KIA,Personenauto,ROOD,Benzine
5XSZ31,2018-01-04,FIAT,Personenauto,WIT,Benzine
RL173D,2018-01-03,BMW,Personenauto,BRUIN,Benzine
V156KJ,2018-01-04,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
82XVSF,2018-01-02,AUDI,Personenauto,GRIJS,Benzine
5XGF86,2018-01-04,FORD,Personenauto,GRIJS,Benzine
PX439J,2018-01-03,PEUGEOT,Personenauto,GRIJS,Benzine
RL408R,2018-01-02,VOLKSWAGEN,Personenauto,ZWART,Benzine
RP035X,2018-01-04,SUZUKI,Personenauto,WIT,Benzine
RJ820R,2018-01-04,BMW,Personenauto,BLAUW,Benzine
RL150J,2018-01-02,VOLKSWAGEN,Personenauto,WIT,Benzine
RN776B,2018-01-03,VOLKSWAGEN,Personenauto,ZWART,Benzine
RN396R,2018-01-04,KIA,Personenauto,WIT,Benzine
V688KZ,2018-01-04,RENAULT,Bedrijfsauto,N.v.t.,Diesel
64SZD8,2018-01-02,VOLVO,Personenauto,GRIJS,Benzine
RL187K,2018-01-02,KIA,Personenauto,WIT,Benzine
FP731S,2018-01-03,GIANTCO,Bromfiets,N.v.t.,Benzine
PB134V,2018-01-02,TOYOTA,Personenauto,ROOD,Benzine
RN185V,2018-01-04,PEUGEOT,Personenauto,WIT,Benzine
RL404H,2018-01-04,PEUGEOT,Personenauto,GRIJS,Benzine
RL753Z,2018-01-02,PEUGEOT,Personenauto,WIT,Benzine
TLXS85,2018-01-04,SUBARU,Personenauto,GROEN,Benzine/LPG
88DXT5,2018-01-02,ZUNDAPP,Bromfiets,N.v.t.,Benzine
V697KR,2018-01-02,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
02NPN9,2018-01-03,OPEL,Personenauto,ZWART,Benzine
36TLVD,2018-01-02,PORSCHE,Personenauto,ROOD,Benzine
RN990H,2018-01-03,RENAULT,Personenauto,ROOD,Benzine
RR694T,2018-01-04,TESLA MOTORS,Personenauto,GRIJS,Elektriciteit
RP430P,2018-01-03,SUZUKI,Personenauto,BRUIN,Benzine
RN395R,2018-01-04,KIA,Personenauto,WIT,Benzine
04PXSJ,2018-01-02,PEUGEOT,Personenauto,GRIJS,Benzine
23RLXG,2018-01-02,SEAT,Personenauto,BLAUW,Benzine
VF459H,2018-01-04,OPEL,Bedrijfsauto,N.v.t.,Diesel
8ZBF15,2018-01-02,SKODA,Personenauto,GRIJS,Benzine
RP372D,2018-01-03,TOYOTA,Personenauto,BLAUW,Benzine/Elektriciteit
72TDP3,2018-01-03,VOLKSWAGEN,Personenauto,GRIJS,Benzine
RP055H,2018-01-04,OPEL,Personenauto,ZWART,Benzine
V997KR,2018-01-02,FIAT,Bedrijfsauto,N.v.t.,Diesel
8KHV84,2018-01-04,FORD,Personenauto,ROOD,Benzine
RP966N,2018-01-03,VOLKSWAGEN,Personenauto,ZWART,Benzine
MY35NP,2018-01-03,HONDA,Motorfiets,N.v.t.,Benzine
V033KZ,2018-01-03,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
RD506X,2018-01-02,AUDI,Personenauto,GRIJS,Benzine
V379KR,2018-01-04,FIAT,Bedrijfsauto,N.v.t.,Diesel
31MJGJ,2018-01-04,VESPA,Motorfiets,N.v.t.,Benzine
RN391R,2018-01-04,KIA,Personenauto,WIT,Benzine
RJ904T,2018-01-04,PEUGEOT,Personenauto,GRIJS,Benzine
BNVG08,2018-01-03,MAN,Bedrijfsauto,N.v.t.,Diesel
PV970N,2018-01-02,KIA,Personenauto,GRIJS,Benzine
F936DT,2018-01-04,TISONG,Bromfiets,N.v.t.,Elektriciteit
RL226K,2018-01-02,KIA,Personenauto,GRIJS,Benzine
RP980F,2018-01-04,SUZUKI,Personenauto,WIT,Benzine
VT268S,2018-01-02,PEUGEOT,Bedrijfsauto,N.v.t.,Diesel
RF208G,2018-01-02,AUDI,Personenauto,BLAUW,Benzine/Elektriciteit
DPB30P,2018-01-03,ZUNDAPP,Bromfiets,N.v.t.,Benzine
V062GP,2018-01-03,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
RL221R,2018-01-03,VOLKSWAGEN,Personenauto,GRIJS,Elektriciteit
V574BH,2018-01-03,RAM,Bedrijfsauto,N.v.t.,Benzine/LPG
RL496X,2018-01-03,SKODA,Personenauto,ZWART,Benzine
92MFLV,2018-01-04,YAMAHA,Motorfiets,N.v.t.,Benzine
